Name: Измерение номер 20
-----------------------------------------
Date: 01.05.2022 22-09-14 
-----------------------------------------
MeasureType: Amperage
-----------------------------------------
MeasureSubType: Range
-----------------------------------------
Description:
Финальное тестовое измерения для работы с мнохроматором
-----------------------------------------
Measure:
Wave, нм    ,Amperage
20206       ,24          
20207       ,33          
20208       ,87          
20209       ,93          
20210       ,64          
20211       ,84          
20212       ,87          
20213       ,28          
20214       ,69          
20215       ,60          
20216       ,92          
20217       ,82          
20218       ,12          
20219       ,16          
20220       ,91          
20221       ,83          
20222       ,91          
20223       ,30          
20224       ,92          
20225       ,90          
20226       ,37          
20227       ,28          
20228       ,71          
20229       ,52          
20230       ,55          
20231       ,86          
20232       ,75          
20233       ,67          
20234       ,42          
20235       ,12          
20236       ,35          
20237       ,53          
20238       ,30          
20239       ,44          
20240       ,10          
20241       ,86          
20242       ,98          
20243       ,29          
20244       ,25          
20245       ,95          
20246       ,16          
20247       ,84          
20248       ,82          
20249       ,25          
20250       ,74          
20251       ,16          
20252       ,10          
20253       ,89          
20254       ,66          
20255       ,82          
20256       ,97          
20257       ,11          
20258       ,46          
20259       ,51          
20260       ,32          
20261       ,96          
20262       ,62          
20263       ,45          
20264       ,47          
20265       ,78          
20266       ,19          
20267       ,29          
20268       ,86          
20269       ,66          
20270       ,34          
20271       ,48          
20272       ,62          
20273       ,68          
20274       ,15          
20275       ,14          
20276       ,85          
20277       ,72          
20278       ,14          
20279       ,96          
20280       ,83          
20281       ,52          
20282       ,45          
20283       ,56          
20284       ,78          
20285       ,49          
20286       ,85          
20287       ,86          
20288       ,11          
20289       ,59          
20290       ,15          
20291       ,34          
20292       ,16          
20293       ,78          
20294       ,22          
20295       ,13          
20296       ,34          
20297       ,63          
20298       ,82          
20299       ,47          
20300       ,86          
20301       ,86          
20302       ,98          
20303       ,26          
20304       ,90          
20305       ,35          
20306       ,53          
20307       ,42          
20308       ,83          
20309       ,61          
20310       ,97          
20311       ,35          
20312       ,96          
20313       ,50          
20314       ,68          
20315       ,79          
20316       ,60          
20317       ,16          
20318       ,67          
20319       ,98          
20320       ,92          
20321       ,33          
20322       ,27          
20323       ,36          
20324       ,60          
20325       ,99          
20326       ,42          
20327       ,84          
20328       ,55          
20329       ,11          
20330       ,80          
20331       ,32          
20332       ,89          
20333       ,67          
20334       ,20          
20335       ,96          
20336       ,54          
20337       ,29          
20338       ,65          
20339       ,53          
20340       ,96          
20341       ,52          
20342       ,12          
20343       ,50          
20344       ,61          
20345       ,80          
20346       ,38          
20347       ,66          
20348       ,19          
20349       ,42          
20350       ,53          
20351       ,28          
20352       ,95          
20353       ,84          
20354       ,54          
20355       ,62          
20356       ,68          
20357       ,71          
20358       ,65          
20359       ,91          
20360       ,93          
20361       ,68          
20362       ,87          
20363       ,81          
20364       ,80          
20365       ,75          
20366       ,45          
20367       ,38          
20368       ,39          
20369       ,71          
20370       ,35          
20371       ,41          
20372       ,50          
20373       ,24          
20374       ,12          
20375       ,49          
20376       ,30          
20377       ,77          
20378       ,75          
20379       ,80          
20380       ,70          
20381       ,75          
20382       ,74          
20383       ,22          
20384       ,58          
20385       ,61          
20386       ,36          
20387       ,15          
20388       ,22          
20389       ,57          
20390       ,37          
20391       ,82          
20392       ,63          
20393       ,74          
20394       ,59          
20395       ,37          
20396       ,65          
20397       ,31          
20398       ,69          
20399       ,86          
20400       ,44          
20401       ,10          
20402       ,36          
20403       ,47          
20404       ,16          
20405       ,21          
20406       ,77          
20407       ,81          
20408       ,81          
20409       ,15          
20410       ,42          
20411       ,91          
20412       ,96          
20413       ,85          
20414       ,30          
20415       ,27          
20416       ,94          
20417       ,74          
20418       ,32          
20419       ,29          
20420       ,48          
20421       ,39          
20422       ,26          
20423       ,81          
20424       ,44          
20425       ,53          
20426       ,77          
20427       ,76          
20428       ,64          
20429       ,74          
20430       ,84          
20431       ,98          
20432       ,18          
20433       ,88          
20434       ,45          
20435       ,70          
20436       ,48          
20437       ,37          
20438       ,15          
20439       ,46          
20440       ,83          
20441       ,55          
20442       ,33          
20443       ,17          
20444       ,25          
20445       ,46          
20446       ,85          
20447       ,78          
20448       ,53          
20449       ,42          
20450       ,43          
20451       ,91          
20452       ,98          
20453       ,50          
20454       ,47          
20455       ,15          
20456       ,83          
20457       ,55          
20458       ,13          
20459       ,63          
20460       ,44          
20461       ,11          
20462       ,26          
20463       ,16          
20464       ,30          
20465       ,43          
20466       ,83          
20467       ,17          
20468       ,50          
20469       ,59          
20470       ,79          
20471       ,66          
20472       ,68          
20473       ,85          
20474       ,45          
20475       ,93          
20476       ,16          
20477       ,18          
20478       ,66          
20479       ,98          
20480       ,67          
20481       ,99          
20482       ,32          
20483       ,32          
20484       ,41          
20485       ,92          
20486       ,10          
20487       ,67          
20488       ,51          
20489       ,40          
20490       ,86          
20491       ,93          
20492       ,33          
20493       ,52          
20494       ,12          
20495       ,82          
20496       ,38          
20497       ,26          
20498       ,86          
20499       ,81          
20500       ,63          
20501       ,77          
20502       ,38          
20503       ,93          
20504       ,63          
20505       ,76          
20506       ,33          
20507       ,23          
20508       ,15          
20509       ,54          
20510       ,99          
20511       ,75          
20512       ,88          
20513       ,15          
20514       ,95          
20515       ,44          
20516       ,79          
20517       ,94          
20518       ,75          
20519       ,38          
20520       ,43          
20521       ,25          
20522       ,66          
20523       ,20          
20524       ,73          
20525       ,85          
20526       ,43          
20527       ,25          
20528       ,82          
20529       ,63          
20530       ,64          
20531       ,89          
20532       ,31          
20533       ,84          
20534       ,45          
20535       ,90          
20536       ,71          
20537       ,38          
20538       ,69          
20539       ,65          
20540       ,69          
20541       ,86          
20542       ,62          
20543       ,97          
20544       ,40          
20545       ,21          
20546       ,14          
20547       ,28          
20548       ,56          
20549       ,68          
20550       ,12          
20551       ,44          
20552       ,51          
20553       ,58          
20554       ,48          
20555       ,48          
20556       ,21          
20557       ,27          
20558       ,30          
20559       ,77          
20560       ,42          
20561       ,17          
20562       ,40          
20563       ,51          
20564       ,89          
20565       ,19          
20566       ,53          
20567       ,14          
20568       ,70          
20569       ,15          
20570       ,73          
20571       ,50          
20572       ,35          
20573       ,19          
20574       ,68          
20575       ,56          
20576       ,62          
20577       ,69          
20578       ,79          
20579       ,61          
20580       ,81          
20581       ,24          
20582       ,68          
20583       ,24          
20584       ,60          
20585       ,30          
20586       ,47          
20587       ,73          
20588       ,46          
20589       ,97          
20590       ,79          
20591       ,53          
20592       ,18          
20593       ,92          
20594       ,32          
20595       ,61          
20596       ,56          
20597       ,21          
20598       ,18          
20599       ,30          
20600       ,68          
20601       ,10          
20602       ,58          
20603       ,51          
20604       ,95          
20605       ,62          
20606       ,18          
20607       ,42          
20608       ,89          
20609       ,91          
20610       ,85          
20611       ,52          
20612       ,48          
20613       ,68          
20614       ,95          
20615       ,28          
20616       ,48          
20617       ,25          
20618       ,91          
20619       ,68          
20620       ,72          
20621       ,79          
20622       ,67          
20623       ,73          
20624       ,36          
20625       ,29          
20626       ,42          
20627       ,43          
20628       ,86          
20629       ,17          
20630       ,99          
20631       ,51          
20632       ,61          
20633       ,58          
20634       ,93          
20635       ,80          
20636       ,66          
20637       ,27          
20638       ,29          
20639       ,98          
20640       ,21          
20641       ,15          
20642       ,84          
20643       ,54          
20644       ,21          
20645       ,37          
20646       ,15          
20647       ,49          
20648       ,96          
20649       ,14          
20650       ,23          
20651       ,40          
20652       ,29          
20653       ,49          
20654       ,58          
20655       ,88          
20656       ,42          
20657       ,85          
20658       ,25          
20659       ,75          
20660       ,29          
20661       ,75          
20662       ,55          
20663       ,82          
20664       ,91          
20665       ,44          
20666       ,90          
20667       ,90          
20668       ,75          
20669       ,25          
20670       ,62          
20671       ,31          
20672       ,96          
20673       ,93          
20674       ,57          
20675       ,67          
20676       ,95          
20677       ,23          
20678       ,61          
20679       ,99          
20680       ,24          
20681       ,93          
20682       ,46          
20683       ,82          
20684       ,93          
20685       ,69          
20686       ,31          
20687       ,21          
20688       ,99          
20689       ,15          
20690       ,48          
20691       ,80          
20692       ,12          
20693       ,53          
20694       ,78          
20695       ,45          
20696       ,59          
20697       ,11          
20698       ,62          
20699       ,76          
20700       ,46          
20701       ,24          
20702       ,73          
20703       ,81          
20704       ,52          
20705       ,92          
20706       ,43          
20707       ,36          
20708       ,92          
20709       ,91          
20710       ,92          
20711       ,29          
20712       ,33          
20713       ,25          
20714       ,61          
20715       ,36          
20716       ,39          
20717       ,73          
20718       ,88          
20719       ,32          
20720       ,23          
20721       ,79          
20722       ,90          
20723       ,69          
20724       ,77          
20725       ,81          
20726       ,28          
20727       ,53          
20728       ,25          
20729       ,21          
20730       ,17          
20731       ,93          
20732       ,61          
20733       ,85          
20734       ,63          
20735       ,99          
20736       ,29          
20737       ,65          
20738       ,39          
20739       ,11          
20740       ,35          
20741       ,95          
20742       ,29          
20743       ,18          
20744       ,22          
20745       ,28          
20746       ,57          
20747       ,86          
20748       ,91          
20749       ,51          
20750       ,16          
20751       ,86          
20752       ,23          
20753       ,39          
20754       ,63          
20755       ,66          
20756       ,34          
20757       ,14          
20758       ,14          
20759       ,70          
20760       ,73          
20761       ,89          
20762       ,20          
20763       ,80          
20764       ,84          
20765       ,98          
20766       ,68          
20767       ,47          
20768       ,62          
20769       ,61          
20770       ,17          
20771       ,73          
20772       ,43          
20773       ,87          
20774       ,96          
20775       ,27          
20776       ,59          
20777       ,81          
20778       ,57          
20779       ,58          
20780       ,34          
20781       ,42          
20782       ,61          
20783       ,73          
20784       ,14          
20785       ,30          
20786       ,80          
20787       ,31          
20788       ,32          
20789       ,96          
20790       ,75          
20791       ,25          
20792       ,61          
20793       ,69          
20794       ,37          
20795       ,45          
20796       ,84          
20797       ,49          
20798       ,34          
20799       ,23          
20800       ,60          
20801       ,19          
20802       ,33          
20803       ,40          
20804       ,44          
20805       ,43          
20806       ,53          
20807       ,35          
20808       ,43          
20809       ,45          
20810       ,17          
20811       ,52          
20812       ,56          
20813       ,55          
20814       ,46          
20815       ,41          
20816       ,37          
20817       ,47          
20818       ,75          
20819       ,63          
20820       ,28          
20821       ,47          
20822       ,25          
20823       ,66          
20824       ,86          
20825       ,91          
20826       ,21          
20827       ,74          
20828       ,59          
20829       ,60          
20830       ,43          
20831       ,20          
20832       ,57          
20833       ,43          
20834       ,97          
20835       ,25          
20836       ,18          
20837       ,31          
20838       ,38          
20839       ,71          
20840       ,77          
20841       ,54          
20842       ,87          
20843       ,87          
20844       ,88          
20845       ,32          
20846       ,68          
20847       ,15          
20848       ,33          
20849       ,96          
20850       ,18          
20851       ,46          
20852       ,73          
20853       ,70          
20854       ,95          
20855       ,23          
20856       ,93          
20857       ,67          
20858       ,53          
20859       ,53          
20860       ,31          
20861       ,79          
20862       ,76          
20863       ,82          
20864       ,12          
20865       ,97          
20866       ,94          
20867       ,23          
20868       ,58          
20869       ,30          
20870       ,33          
20871       ,16          
20872       ,19          
20873       ,14          
20874       ,86          
20875       ,73          
20876       ,59          
20877       ,38          
20878       ,77          
20879       ,63          
20880       ,33          
20881       ,15          
20882       ,51          
20883       ,62          
20884       ,52          
20885       ,96          
20886       ,46          
20887       ,87          
20888       ,47          
20889       ,83          
20890       ,31          
20891       ,50          
20892       ,78          
20893       ,84          
20894       ,50          
20895       ,98          
20896       ,78          
20897       ,15          
20898       ,84          
20899       ,91          
20900       ,38          
20901       ,55          
20902       ,57          
20903       ,12          
20904       ,73          
20905       ,12          
20906       ,37          
20907       ,69          
20908       ,84          
20909       ,32          
20910       ,64          
20911       ,65          
20912       ,89          
20913       ,89          
20914       ,29          
20915       ,25          
20916       ,38          
20917       ,24          
20918       ,39          
20919       ,16          
20920       ,60          
20921       ,17          
20922       ,75          
20923       ,74          
20924       ,98          
20925       ,82          
20926       ,37          
20927       ,34          
20928       ,64          
20929       ,87          
20930       ,95          
20931       ,54          
20932       ,53          
20933       ,86          
20934       ,35          
20935       ,78          
20936       ,58          
20937       ,48          
20938       ,89          
20939       ,50          
20940       ,69          
20941       ,77          
20942       ,12          
20943       ,25          
20944       ,29          
20945       ,66          
20946       ,60          
20947       ,88          
20948       ,65          
20949       ,34          
20950       ,70          
20951       ,64          
20952       ,75          
20953       ,78          
20954       ,40          
20955       ,30          
20956       ,79          
20957       ,83          
20958       ,13          
20959       ,90          
20960       ,74          
20961       ,12          
20962       ,15          
20963       ,97          
20964       ,37          
20965       ,20          
20966       ,21          
20967       ,13          
20968       ,64          
20969       ,51          
20970       ,67          
20971       ,89          
20972       ,34          
20973       ,89          
20974       ,47          
20975       ,83          
20976       ,15          
20977       ,59          
20978       ,54          
20979       ,41          
20980       ,31          
20981       ,49          
20982       ,69          
20983       ,39          
20984       ,27          
20985       ,41          
20986       ,78          
20987       ,75          
20988       ,56          
20989       ,15          
20990       ,98          
20991       ,75          
20992       ,44          
20993       ,99          
20994       ,76          
20995       ,66          
20996       ,71          
20997       ,15          
20998       ,88          
20999       ,19          
21000       ,55          
21001       ,57          
21002       ,33          
21003       ,23          
21004       ,66          
21005       ,80          
21006       ,39          
21007       ,86          
21008       ,41          
21009       ,56          
21010       ,25          
21011       ,30          
21012       ,38          
21013       ,71          
21014       ,68          
21015       ,34          
21016       ,42          
21017       ,75          
21018       ,79          
21019       ,96          
21020       ,41          
21021       ,45          
21022       ,57          
21023       ,59          
21024       ,53          
21025       ,91          
21026       ,54          
21027       ,35          
21028       ,22          
21029       ,80          
21030       ,22          
21031       ,10          
21032       ,71          
21033       ,45          
21034       ,86          
21035       ,74          
21036       ,25          
21037       ,56          
21038       ,72          
21039       ,46          
21040       ,11          
21041       ,92          
21042       ,44          
21043       ,99          
21044       ,90          
21045       ,77          
21046       ,47          
21047       ,72          
21048       ,40          
21049       ,51          
21050       ,34          
21051       ,95          
21052       ,35          
21053       ,92          
21054       ,77          
21055       ,19          
21056       ,10          
21057       ,74          
21058       ,69          
21059       ,75          
21060       ,35          
21061       ,14          
21062       ,73          
21063       ,60          
21064       ,44          
21065       ,24          
21066       ,58          
21067       ,92          
21068       ,85          
21069       ,94          
21070       ,19          
21071       ,86          
21072       ,13          
21073       ,42          
21074       ,94          
21075       ,48          
21076       ,11          
21077       ,57          
21078       ,69          
21079       ,75          
21080       ,54          
21081       ,81          
21082       ,94          
21083       ,71          
21084       ,56          
21085       ,26          
21086       ,74          
21087       ,78          
21088       ,67          
21089       ,76          
21090       ,73          
21091       ,51          
21092       ,86          
21093       ,97          
21094       ,21          
21095       ,97          
21096       ,29          
21097       ,83          
21098       ,65          
21099       ,75          
21100       ,28          
21101       ,54          
21102       ,87          
21103       ,46          
21104       ,42          
21105       ,47          
21106       ,92          
21107       ,93          
21108       ,97          
21109       ,38          
21110       ,18          
21111       ,53          
21112       ,15          
21113       ,93          
21114       ,30          
21115       ,53          
21116       ,19          
21117       ,12          
21118       ,14          
21119       ,27          
21120       ,50          
21121       ,80          
21122       ,34          
21123       ,19          
21124       ,30          
21125       ,67          
21126       ,99          
21127       ,15          
21128       ,31          
21129       ,96          
21130       ,29          
21131       ,27          
21132       ,92          
21133       ,94          
21134       ,56          
21135       ,10          
21136       ,94          
21137       ,58          
21138       ,38          
21139       ,18          
21140       ,34          
21141       ,81          
21142       ,80          
21143       ,39          
21144       ,67          
21145       ,30          
21146       ,45          
21147       ,93          
21148       ,77          
21149       ,67          
21150       ,88          
21151       ,27          
21152       ,79          
21153       ,47          
21154       ,34          
21155       ,48          
21156       ,30          
21157       ,78          
21158       ,25          
21159       ,74          
21160       ,48          
21161       ,87          
21162       ,71          
21163       ,11          
21164       ,19          
21165       ,91          
21166       ,60          
21167       ,21          
21168       ,46          
21169       ,30          
21170       ,59          
21171       ,60          
21172       ,73          
21173       ,95          
21174       ,93          
21175       ,69          
21176       ,99          
21177       ,95          
21178       ,51          
21179       ,99          
21180       ,32          
21181       ,16          
21182       ,38          
21183       ,63          
21184       ,18          
21185       ,12          
21186       ,47          
21187       ,54          
21188       ,69          
21189       ,17          
21190       ,79          
21191       ,26          
21192       ,42          
21193       ,63          
21194       ,70          
21195       ,47          
21196       ,19          
21197       ,79          
21198       ,29          
21199       ,76          
21200       ,69          
21201       ,34          
21202       ,56          
21203       ,57          
21204       ,18          
21205       ,38          
21206       ,53          
21207       ,84          
21208       ,54          
21209       ,65          
21210       ,49          
21211       ,34          
21212       ,37          
21213       ,26          
21214       ,52          
21215       ,42          
21216       ,59          
21217       ,17          
21218       ,92          
21219       ,17          
21220       ,53          
21221       ,16          
21222       ,51          
21223       ,38          
21224       ,50          
21225       ,42          
21226       ,27          
21227       ,19          
21228       ,35          
21229       ,56          
21230       ,60          
21231       ,29          
21232       ,75          
21233       ,74          
21234       ,40          
21235       ,97          
21236       ,59          
21237       ,80          
21238       ,55          
21239       ,80          
21240       ,58          
21241       ,63          
21242       ,10          
21243       ,14          
21244       ,68          
21245       ,55          
21246       ,89          
21247       ,26          
21248       ,21          
21249       ,37          
21250       ,88          
21251       ,11          
21252       ,86          
21253       ,22          
21254       ,32          
21255       ,63          
21256       ,83          
21257       ,27          
21258       ,16          
21259       ,75          
21260       ,20          
21261       ,44          
21262       ,58          
21263       ,98          
21264       ,14          
21265       ,29          
21266       ,58          
21267       ,62          
21268       ,86          
21269       ,55          
21270       ,82          
21271       ,78          
21272       ,62          
21273       ,22          
21274       ,58          
21275       ,90          
21276       ,16          
21277       ,47          
21278       ,70          
21279       ,95          
21280       ,53          
21281       ,11          
21282       ,98          
21283       ,97          
21284       ,67          
21285       ,58          
21286       ,42          
21287       ,63          
21288       ,52          
21289       ,76          
21290       ,24          
21291       ,42          
21292       ,74          
21293       ,80          
21294       ,70          
21295       ,24          
21296       ,14          
21297       ,11          
21298       ,99          
21299       ,48          
21300       ,96          
21301       ,36          
21302       ,40          
21303       ,66          
21304       ,55          
21305       ,20          
21306       ,48          
21307       ,74          
21308       ,63          
21309       ,42          
21310       ,57          
21311       ,45          
21312       ,56          
21313       ,21          
21314       ,31          
21315       ,18          
21316       ,45          
21317       ,61          
21318       ,40          
21319       ,56          
21320       ,87          
21321       ,95          
21322       ,19          
21323       ,19          
21324       ,41          
21325       ,49          
21326       ,13          
21327       ,82          
21328       ,52          
21329       ,44          
21330       ,86          
21331       ,14          
21332       ,47          
21333       ,31          
21334       ,98          
21335       ,26          
21336       ,70          
21337       ,42          
21338       ,51          
21339       ,57          
21340       ,19          
21341       ,68          
21342       ,99          
21343       ,20          
21344       ,29          
21345       ,78          
21346       ,85          
21347       ,62          
21348       ,58          
21349       ,61          
21350       ,78          
21351       ,52          
21352       ,71          
21353       ,53          
21354       ,61          
21355       ,10          
21356       ,26          
21357       ,30          
21358       ,34          
21359       ,15          
21360       ,16          
21361       ,66          
21362       ,31          
21363       ,28          
21364       ,56          
21365       ,53          
21366       ,98          
21367       ,34          
21368       ,22          
21369       ,14          
21370       ,48          
21371       ,13          
21372       ,19          
21373       ,82          
21374       ,46          
21375       ,28          
21376       ,95          
21377       ,99          
21378       ,90          
21379       ,62          
21380       ,63          
21381       ,50          
21382       ,33          
21383       ,91          
21384       ,66          
21385       ,43          
21386       ,42          
21387       ,94          
21388       ,70          
21389       ,97          
21390       ,99          
21391       ,50          
21392       ,17          
21393       ,46          
21394       ,51          
21395       ,53          
21396       ,46          
21397       ,80          
21398       ,64          
21399       ,75          
21400       ,80          
21401       ,60          
21402       ,50          
21403       ,53          
21404       ,23          
21405       ,74          
21406       ,43          
21407       ,88          
21408       ,17          
21409       ,42          
21410       ,15          
21411       ,27          
21412       ,40          
21413       ,72          
21414       ,51          
21415       ,65          
21416       ,43          
21417       ,40          
21418       ,62          
21419       ,22          
21420       ,20          
21421       ,14          
21422       ,64          
21423       ,24          
21424       ,14          
21425       ,97          
21426       ,96          
21427       ,73          
21428       ,41          
21429       ,92          
21430       ,82          
21431       ,24          
21432       ,45          
21433       ,24          
21434       ,82          
21435       ,13          
21436       ,10          
21437       ,80          
21438       ,78          
21439       ,91          
21440       ,99          
21441       ,53          
21442       ,86          
21443       ,37          
21444       ,92          
21445       ,82          
21446       ,20          
21447       ,45          
21448       ,94          
21449       ,85          
21450       ,20          
21451       ,15          
21452       ,28          
21453       ,51          
21454       ,64          
21455       ,75          
21456       ,96          
21457       ,35          
21458       ,48          
21459       ,25          
21460       ,78          
21461       ,70          
21462       ,57          
21463       ,24          
21464       ,60          
21465       ,90          
21466       ,81          
21467       ,25          
21468       ,89          
21469       ,48          
21470       ,65          
21471       ,62          
21472       ,62          
21473       ,70          
21474       ,23          
21475       ,67          
21476       ,27          
21477       ,36          
21478       ,31          
21479       ,32          
21480       ,87          
21481       ,61          
21482       ,78          
21483       ,55          
21484       ,82          
21485       ,76          
21486       ,96          
21487       ,94          
21488       ,60          
21489       ,16          
21490       ,16          
21491       ,74          
21492       ,41          
21493       ,63          
21494       ,23          
21495       ,39          
21496       ,96          
21497       ,72          
21498       ,77          
21499       ,12          
21500       ,11          
21501       ,95          
21502       ,55          
21503       ,56          
21504       ,29          
21505       ,57          
21506       ,53          
21507       ,58          
21508       ,37          
21509       ,97          
21510       ,58          
21511       ,69          
21512       ,14          
21513       ,26          
21514       ,37          
21515       ,27          
21516       ,91          
21517       ,11          
21518       ,42          
21519       ,83          
21520       ,94          
21521       ,86          
21522       ,65          
21523       ,82          
21524       ,41          
21525       ,91          
21526       ,31          
21527       ,98          
21528       ,57          
21529       ,83          
21530       ,70          
21531       ,55          
21532       ,59          
21533       ,29          
21534       ,30          
21535       ,92          
21536       ,15          
21537       ,32          
21538       ,36          
21539       ,35          
21540       ,33          
21541       ,48          
21542       ,66          
21543       ,62          
21544       ,58          
21545       ,47          
21546       ,70          
21547       ,25          
21548       ,35          
21549       ,95          
21550       ,48          
21551       ,94          
21552       ,39          
21553       ,94          
21554       ,17          
21555       ,24          
21556       ,39          
21557       ,72          
21558       ,24          
21559       ,38          
21560       ,36          
21561       ,54          
21562       ,10          
21563       ,54          
21564       ,37          
21565       ,13          
21566       ,20          
21567       ,84          
21568       ,95          
21569       ,44          
21570       ,21          
21571       ,69          
21572       ,75          
21573       ,16          
21574       ,59          
21575       ,56          
21576       ,30          
21577       ,12          
21578       ,34          
21579       ,94          
21580       ,30          
21581       ,16          
21582       ,73          
21583       ,61          
21584       ,45          
21585       ,75          
21586       ,25          
21587       ,64          
21588       ,21          
21589       ,16          
21590       ,62          
21591       ,42          
21592       ,18          
21593       ,97          
21594       ,98          
21595       ,78          
21596       ,47          
21597       ,22          
21598       ,35          
21599       ,55          
21600       ,36          
21601       ,85          
21602       ,29          
21603       ,90          
21604       ,83          
21605       ,79          
21606       ,29          
21607       ,33          
21608       ,44          
21609       ,61          
21610       ,94          
21611       ,37          
21612       ,48          
21613       ,29          
21614       ,17          
21615       ,30          
21616       ,81          
21617       ,49          
21618       ,19          
21619       ,61          
21620       ,87          
21621       ,55          
21622       ,72          
21623       ,89          
21624       ,82          
21625       ,79          
21626       ,60          
21627       ,78          
21628       ,17          
21629       ,81          
21630       ,19          
21631       ,18          
21632       ,77          
21633       ,79          
21634       ,67          
21635       ,44          
21636       ,86          
21637       ,82          
21638       ,77          
21639       ,66          
21640       ,56          
21641       ,92          
21642       ,30          
21643       ,60          
21644       ,22          
21645       ,35          
21646       ,94          
21647       ,88          
21648       ,89          
21649       ,78          
21650       ,97          
21651       ,98          
21652       ,13          
21653       ,74          
21654       ,67          
21655       ,81          
21656       ,23          
21657       ,40          
21658       ,18          
21659       ,14          
21660       ,28          
21661       ,51          
21662       ,25          
21663       ,63          
21664       ,52          
21665       ,85          
21666       ,59          
21667       ,68          
21668       ,62          
21669       ,72          
21670       ,43          
21671       ,98          
21672       ,71          
21673       ,52          
21674       ,14          
21675       ,95          
21676       ,35          
21677       ,21          
21678       ,76          
21679       ,56          
21680       ,84          
21681       ,72          
21682       ,88          
21683       ,39          
21684       ,83          
21685       ,20          
21686       ,15          
21687       ,13          
21688       ,22          
21689       ,86          
21690       ,31          
21691       ,56          
21692       ,74          
21693       ,73          
21694       ,48          
21695       ,15          
21696       ,77          
21697       ,66          
21698       ,18          
21699       ,36          
21700       ,75          
21701       ,35          
21702       ,36          
21703       ,26          
21704       ,45          
21705       ,98          
21706       ,36          
21707       ,60          
21708       ,69          
21709       ,72          
21710       ,55          
21711       ,11          
21712       ,63          
21713       ,61          
21714       ,29          
21715       ,55          
21716       ,62          
21717       ,86          
21718       ,79          
21719       ,41          
21720       ,80          
21721       ,56          
21722       ,56          
21723       ,75          
21724       ,51          
21725       ,87          
21726       ,34          
21727       ,98          
21728       ,14          
21729       ,99          
21730       ,27          
21731       ,68          
21732       ,13          
21733       ,50          
21734       ,80          
21735       ,59          
21736       ,46          
21737       ,71          
21738       ,93          
21739       ,85          
21740       ,84          
21741       ,54          
21742       ,43          
21743       ,50          
21744       ,40          
21745       ,29          
21746       ,92          
21747       ,22          
21748       ,53          
21749       ,92          
21750       ,52          
21751       ,91          
